Id,Zone,Type,Location,Baths,Area,Purpose,Bedrooms,Added,Price,hasFlooring,hasElectricityBackup,hasLift,hasGarden,hasParking,hasSwimmingPool,hasJacuzzi,hasMaintenanceStaff,hasSecurityStaff,URL
12582367,DHA Phase 8 - Zone A,House,"DHA Phase 8 - Zone A, DHA Phase 8, DHA Defence, Karachi, Sindh",7,1 Kanal,For Sale,6,1 week ago,12.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_zone_a_brand_new_bungalow_500_sq_yards_prime_location_for_sale-12582367-6677-1.html
24260692,Tauheed Commercial Area,Flat,"Tauheed Commercial Area, DHA Phase 5, DHA Defence, Karachi, Sindh",2,4.2 Marla,For Sale,2,4 weeks ago,78 Lakh,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_5_tauheed_commercial_area_950__square_feet_flat_in_tauheed_commercial_area-24260692-8487-1.html
24310949,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",7,2 Kanal,For Sale,6,19 hours ago,31 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_bungalow_for_sale__1000__sq_yards_brand_new-24310949-1483-1.html
24788653,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",5,12.5 Marla,For Sale,5,19 hours ago,5.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_old_bungalow_land_price-24788653-1481-1.html
24851466,Badar Commercial Area,Flat,"Badar Commercial Area, DHA Phase 5, DHA Defence, Karachi, Sindh",3,4.4 Marla,For Sale,2,18 hours ago,80 Lakh,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_5_badar_commercial_area_a_well_maintained_apartment_for_sale-24851466-8484-1.html
23916397,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",7,1 Kanal,For Sale,6,6 days ago,10.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_house_for_sale-23916397-1483-1.html
24419145,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",7,2 Kanal,For Sale,7,11 hours ago,30 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_khy_qasim_bungalow_7_bed_pool_for_sale-24419145-1485-1.html
24852948,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",5,4.8 Marla,For Sale,5,15 hours ago,4.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_brand_new_banglow_5_bedroom_d__d_kitchen_basement-24852948-1485-1.html
23199206,Ittehad Commercial Area,Flat,"Ittehad Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",3,5.8 Marla,For Sale,3,4 weeks ago,1.55 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_6_ittehad_commercial_area_brand_new_3_bed_apartment_is_available_for_in_sale_phase_6-23199206-6673-1.html
24360136,DHA Phase 2,House,"DHA Phase 2, DHA Defence, Karachi, Sindh",6,1.1 Kanal,For Sale,6,11 hours ago,8.4 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_2_bungalow_near_abu_bakar_masjid_two_unit_for_sale-24360136-1479-1.html
18268044,DHA Phase 7 Extension,House,"DHA Phase 7 Extension, DHA Defence, Karachi, Sindh",4,4 Marla,For Sale,4,5 days ago,2.45 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_100_yards_bungalow_4_beds_attached_bath_kitchen_lounge__store_powder_room__1_car_parking-18268044-1674-1.html
22867945,Badar Commercial Area,Flat,"Badar Commercial Area, DHA Phase 5, DHA Defence, Karachi, Sindh",3,8 Marla,For Sale,3,3 weeks ago,2.1 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_5_badar_commercial_area_prime_location_brand_new_flat_for_sale_in_badar_commercial_area-22867945-8484-1.html
24764478,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,1.3 Kanal,For Sale,6,5 days ago,19 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_brand_new_bungalow_666_sq_yds_for_sale-24764478-1483-1.html
24764418,Muslim Commercial Area,Flat,"Muslim Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",3,4.4 Marla,For Sale,3,5 days ago,1.3 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_6_muslim_commercial_area_apartment_available_for_sale_dha_phase_6_muslim_comm-24764418-8493-1.html
22867951,Badar Commercial Area,Flat,"Badar Commercial Area, DHA Phase 5, DHA Defence, Karachi, Sindh",2,4 Marla,For Sale,2,3 weeks ago,70 Lakh,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_5_badar_commercial_area_vip_flat_for_sale_in_dha_5_baddar_commercial-22867951-8484-1.html
24324949,Bukhari Commercial Area,Flat,"Bukhari Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2,2.2 Marla,For Sale,1,4 weeks ago,65 Lakh,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_studio_flat_for_sale-24324949-6674-1.html
24766035,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",5,14 Marla,For Sale,5,5 days ago,8.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_350_yards_bungalow_for_sale-24766035-1481-1.html
24404162,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",5,4.8 Marla,For Sale,4,3 weeks ago,4.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_120_yards_beautiful_brand_new_bungalow__for_sale-24404162-1485-1.html
24768158,DHA Phase 5,House,"DHA Phase 5, DHA Defence, Karachi, Sindh",6,2 Kanal,For Sale,5,5 days ago,14.25 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_5_1000_sq_yards_renovated_bungalow_5_beds_attached_bath_2_lounges_2_servant_room_6_cars_parking_kitchen_lush_green_lawn-24768158-1482-1.html
24300603,DHA Phase 5 Extension,House,"DHA Phase 5 Extension, DHA Phase 5, DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,6,4 days ago,7.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/phase_5_dha_phase_5_extension_31_street_500_yd_east_open_house_for_sale-24300603-1673-1.html
24768246,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",7,1 Kanal,For Sale,6,5 days ago,12.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_500_sq_yards__designers_bungalow_6_beds_attached_bath_basement_burmateak_wood_west_open_servant_room-24768246-1483-1.html
23609668,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",4,8 Marla,For Sale,4,4 days ago,4.7 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_11_street_200_sq_yd_bungalow_for_sale_4_crore_70_lac_independent_house-23609668-1481-1.html
24594034,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",7,12 Marla,For Sale,6,4 days ago,6.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_house_of_2700__square_feet_available_in_d_h_a-24594034-1481-1.html
24768323,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,1 Kanal,For Sale,4,5 days ago,7 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_defence_500_sq_yards_vi_owner_built_well_maintained_rear_bungalow_for_sale-24768323-1483-1.html
22370067,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,16 Marla,For Sale,5,5 days ago,7.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_400_sqy_outclass_bungalow_g1_with_basement_for_sale_dha_phase_6_karachi_sindh-22370067-1483-1.html
24801327,DHA Phase 5,House,"DHA Phase 5, DHA Defence, Karachi, Sindh",4,1 Kanal,For Sale,3,3 days ago,8 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_5_demolish_condition_500_yards_bungalow_for_sale_on_very_peaceful__prime_location_of_khayaban_e_badban__b_street_dha_phase_5_khi-24801327-1482-1.html
24798230,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,2 Kanal,For Sale,5,3 days ago,21 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_1000_yard_bungalow_for_sale__with_fully_basement-24798230-1483-1.html
24824758,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",5,1 Kanal,For Sale,4,2 days ago,10.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_500y_banglow_for_sale-24824758-1485-1.html
24356630,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",4,4 Marla,For Sale,4,4 days ago,4.4 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_great_opportunity_for_you_to_have_the_property_of_your_choice__-24356630-1485-1.html
23355346,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,16 Marla,For Sale,4,5 days ago,7.45 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_400_yards_elegant_design_bungalow_4_beds_attached_bath_new_bath_new_kitchen_drawing_dining_2_lounges-23355346-1483-1.html
23312281,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",6,1.3 Kanal,For Sale,6,5 days ago,15 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_666_yard_bungalow_for_sale-23312281-1485-1.html
23430267,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,6,5 days ago,7.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_double_unit_bungalow_for_sale-23430267-1483-1.html
23649092,DHA Phase 7,House,"DHA Phase 7, DHA Defence, Karachi, Sindh",6,1.2 Kanal,For Sale,6,5 days ago,15 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_7_bungalow_for_sale_2_unit_brand_new_-23649092-1484-1.html
24799534,DHA Defence,Flat,"DHA Defence, Karachi, Sindh",3,5.1 Marla,For Sale,3,3 days ago,1.25 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/karachi_dha_defence_defence_flat_for_sale_3_bedrooms_like_brand_new_building_second_with_lift_3_side_corner_building_original_pitcher-24799534-213-1.html
24478346,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,6,5 days ago,14.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_brand_new_west_open_bungalow_available_for_sale_phase_6-24478346-1483-1.html
23940224,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,6,5 days ago,11 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_beautiful_bungalow_available_for_sale_in_phase_vi_dha-23940224-1483-1.html
24749188,DHA Phase 7 Extension,House,"DHA Phase 7 Extension, DHA Defence, Karachi, Sindh",5,6 Marla,For Sale,4,6 days ago,4.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_bungalow_for_sale-24749188-1674-1.html
23851523,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,6,5 days ago,17.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_brand_new_bungalow_for_sale_dha_phase_6-23851523-1483-1.html
24017582,Tauheed Commercial Area,Flat,"Tauheed Commercial Area, DHA Phase 5, DHA Defence, Karachi, Sindh",3,8 Marla,For Sale,3,5 days ago,1.85 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_5_tauheed_commercial_area_3_bedrooms_apartment_available_for_sale_in_phase_5_dha-24017582-8487-1.html
24749895,Shahbaz Commercial Area,Flat,"Shahbaz Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",3,4.4 Marla,For Sale,3,6 days ago,1.25 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_6_shahbaz_commercial_area_flat_for_sale_3_bedrooms_shehbaz_commercial_dha_phase_6-24749895-8488-1.html
16658869,DHA Phase 6,Flat,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,9.1 Marla,For Sale,4,5 days ago,2.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_brand_new_apartment_is_available_for_sale-16658869-1483-1.html
24745048,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,5,6 days ago,13.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_brand_new_house_for_sale-24745048-1483-1.html
12774355,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",4,12 Marla,For Sale,4,5 days ago,7 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_house_for_sale__4_bedrooms_tile_or_marble_flooring-12774355-1481-1.html
14785534,DHA Phase 7,House,"DHA Phase 7, DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,5,5 days ago,8.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_7_5_bedrooms_marble_flooring_west_open_near_to_phase_4-14785534-1484-1.html
24753371,Emaar Crescent Bay,Flat,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",3,12.4 Marla,For Sale,3,5 days ago,4.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_emaar_crescent_bay_3_bed_upper_floor_beautiful_apartment_with_nice_sea_view-24753371-8503-1.html
5440505,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",7,1 Kanal,For Sale,6,6 days ago,9 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_500_sq_yard_slightly_used_like_new_two_unit_bungalow_for_sale-5440505-1483-1.html
24745921,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",3,4 Marla,For Sale,3,6 days ago,4.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_dha_phase_8_main_ghaznavi_100_sq_yard_brand_new_bungalow_for_sale-24745921-1485-1.html
21986193,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",5,12 Marla,For Sale,4,5 days ago,6 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_house_is_available_for_sale-21986193-1481-1.html
24752404,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",7,1 Kanal,For Sale,6,6 days ago,8 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_defence_500_yard_owner_built_well_maintained_bungalow_for_sale-24752404-1481-1.html
24859233,DHA Phase 5,House,"DHA Phase 5, DHA Defence, Karachi, Sindh",5,1 Kanal,For Sale,5,6 hours ago,8 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_5_banglow_for_sale-24859233-1482-1.html
18262873,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",6,12 Marla,For Sale,5,5 days ago,9 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_5_bed_rooms_brand_new_corner_house_for_sale-18262873-1481-1.html
18157631,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",4,12 Marla,For Sale,4,5 days ago,6.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_house_is_available_for_sale_tile_flooring-18157631-1481-1.html
23350623,DHA Phase 7,House,"DHA Phase 7, DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,6,5 days ago,9 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_7_bungalow_is_available_for_sale-23350623-1484-1.html
24845175,DHA Phase 5,House,"DHA Phase 5, DHA Defence, Karachi, Sindh",5,1 Kanal,For Sale,4,1 day ago,8.2 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_5_compact_house_for_sale-24845175-1482-1.html
21186244,DHA Phase 5,House,"DHA Phase 5, DHA Defence, Karachi, Sindh",6,2 Kanal,For Sale,5,5 days ago,13.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_5_1000_yard_bungalow_for_sale-21186244-1482-1.html
21410409,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",4,12 Marla,For Sale,4,5 days ago,6.25 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_house_is_available_for_sale-21410409-1481-1.html
24684116,DHA Phase 2 Extension,Flat,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",-,4.2 Marla,For Sale,-,1 hour ago,1 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_defence_dha_phase_2_extension_apartment_available_tile_flooring-24684116-1672-1.html
24247139,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",7,1 Kanal,For Sale,5,4 weeks ago,15 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_500_sq_yards_brand_new_architectural_design_house-24247139-1483-1.html
24326317,Jami Commercial Area,Flat,"Jami Commercial Area, DHA Phase 7, DHA Defence, Karachi, Sindh",4,6.4 Marla,For Sale,3,4 weeks ago,2.15 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_7_jami_commercial_area_defence_phase_7_jami_commercial_brand_new_apartment_for_sale-24326317-8492-1.html
24268888,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",5,6 Marla,For Sale,4,4 weeks ago,6.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_corner_bungalow_for_sale_with_basement-24268888-1485-1.html
24448554,DHA Phase 6,Flat,"DHA Phase 6, DHA Defence, Karachi, Sindh",4,6.4 Marla,For Sale,5,1 hour ago,2.3 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_great_opportunity_for_you_to_have_the_property_of_your_choice__-24448554-1483-1.html
24414396,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",6,12 Marla,For Sale,5,5 days ago,9.2 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_house_is_available_for_sale-24414396-1481-1.html
24429982,Rahat Commercial Area,Flat,"Rahat Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2,4 Marla,For Sale,2,3 weeks ago,1.35 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_6_rahat_commercial_area_dha_defence_flat_sized_900__square_feet-24429982-8502-1.html
24479687,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,1 Kanal,For Sale,4,3 weeks ago,9.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_bungalow_is_available_for_sale-24479687-1483-1.html
24323899,DHA Phase 7,House,"DHA Phase 7, DHA Defence, Karachi, Sindh",5,1 Kanal,For Sale,4,4 weeks ago,8.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_7_house_is_available_for_sale_at_good_location-24323899-1484-1.html
24414352,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",6,12 Marla,For Sale,5,5 days ago,9.2 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_brand_new_house_for_sale-24414352-1481-1.html
24414268,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",4,12 Marla,For Sale,4,5 days ago,7.6 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_5_bedrooms_fully_renovated_house_for_sale-24414268-1481-1.html
12552370,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",6,12 Marla,For Sale,6,5 days ago,7.4 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_6_beds_2_unit_bungalow_for_sale_in_dha_phase_4_east_5_years_old_just_like_brand_new__upper_portion_not_used-12552370-1481-1.html
12552600,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",5,12 Marla,For Sale,4,5 days ago,7.25 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_12_marla__house__is_available_for_sale_in_dha_karachi_phase_4-12552600-1481-1.html
24414329,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",5,12 Marla,For Sale,5,5 days ago,8.9 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_brand_new_house_is_available_for_sale-24414329-1481-1.html
24138627,DHA Phase 2,House,"DHA Phase 2, DHA Defence, Karachi, Sindh",7,2 Kanal,For Sale,7,3 weeks ago,9.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_2_1000_yard_demolish_banglow_available_for_sale_at_reasonable_price-24138627-1479-1.html
24482502,DHA Phase 5,House,"DHA Phase 5, DHA Defence, Karachi, Sindh",4,1.3 Kanal,For Sale,4,5 days ago,9.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_5_chance_deal_666_yard_bunglow_for_sale_1_3_4_bedroom_big_lawn_and_parking-24482502-1482-1.html
24450199,DHA Phase 5,House,"DHA Phase 5, DHA Defence, Karachi, Sindh",5,1 Kanal,For Sale,5,3 weeks ago,7.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_5_house_is_available_for_sale_at_good_location-24450199-1482-1.html
12616166,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",5,12 Marla,For Sale,4,5 days ago,6.4 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_300_sq_yards_bungalow_for_sale-12616166-1481-1.html
23144868,DHA Phase 8 - Zone A,House,"DHA Phase 8 - Zone A, DHA Phase 8, DHA Defence, Karachi, Sindh",7,2 Kanal,For Sale,6,2 weeks ago,28 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_zone_a_brand_new_1000_sq_yards_bungalow_available_for_sale-23144868-6677-1.html
24450189,DHA Phase 2 Extension,Flat,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",2,4 Marla,For Sale,2,3 weeks ago,75 Lakh,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_defence_dha_phase_2_extension_flat_is_available_for_sale_at_good_location-24450189-1672-1.html
24667226,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",7,1.2 Kanal,For Sale,7,1 week ago,12.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_slightly_used_corner_bungalow_for_sale-24667226-1485-1.html
24517082,DHA Phase 5,House,"DHA Phase 5, DHA Defence, Karachi, Sindh",4,1 Kanal,For Sale,4,1 week ago,9.25 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_5_bungalow_is_available__for_sale-24517082-1482-1.html
24735682,Bukhari Commercial Area,Flat,"Bukhari Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",3,7.8 Marla,For Sale,3,1 week ago,1.85 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_3_bed_dd_lift_car_parking_newi-24735682-6674-1.html
21951507,DHA Phase 7,House,"DHA Phase 7, DHA Defence, Karachi, Sindh",6,12 Marla,For Sale,5,5 days ago,7 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_7_defence_300_vii_brand_new_top_class_bungalow_for_sale-21951507-1484-1.html
24116729,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",5,12 Marla,For Sale,4,5 days ago,7 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_4_bedrooms_house_for_sale-24116729-1481-1.html
24139648,DHA Phase 8,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",7,2 Kanal,For Sale,6,1 week ago,20 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_8_chance_deal_1000_yard_bungalow_for_sale-24139648-1485-1.html
24116534,DHA Phase 7,House,"DHA Phase 7, DHA Defence, Karachi, Sindh",6,8 Marla,For Sale,5,5 days ago,5.9 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_7_5_bedrooms_beautiful_design_house_for_sale-24116534-1484-1.html
24298684,DHA Phase 7,House,"DHA Phase 7, DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,5,5 days ago,8.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_7_bungalow_for_sale_500_yard_near_bait_us_salam_masjid-24298684-1484-1.html
24358953,DHA Phase 7,House,"DHA Phase 7, DHA Defence, Karachi, Sindh",5,1 Kanal,For Sale,4,5 days ago,10.25 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_7_20_marla_4_bedrooms_banglow_for_sale-24358953-1484-1.html
24334451,DHA Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",7,1 Kanal,For Sale,6,5 days ago,13.5 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_6_6_bedrooms_fully_renovated_just_like_brand_new_house-24334451-1483-1.html
24334623,DHA Phase 5,House,"DHA Phase 5, DHA Defence, Karachi, Sindh",7,1 Kanal,For Sale,6,5 days ago,8.75 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_5_2__4_6_bedrooms_house_is_available_for_sale-24334623-1482-1.html
24414188,DHA Phase 4,House,"DHA Phase 4, DHA Defence, Karachi, Sindh",5,12 Marla,For Sale,5,5 days ago,7.9 Crore,0,0,0,0,0,0,0,0,0,https://www.zameen.com/Property/d_h_a_dha_phase_4_5_bedrooms_fully_renovated_house_for_sale-24414188-1481-1.html
